Nome do parametro;Code;ShortDescription;Categoria;Categoria code;Casa Decimal;MinValue;MaxValue;Incremento;Unidad de medida;Chart Increment
Reforço hidríco ;WATERREINFORCE;Reforço hidríco ;Composição corporal;COMPCORP;2;0;5000;10;ml;200
