ordem,Nome do conteudo,code,Categoria,Category code,Descrição,Objetivo
3,Conhecer a importância da medicação,PCAA_1.19,Conhecimento Sobre a Diabetes,DIABETES_KNOWLEDGE,"A diabetes é uma doença crónica, que exige a administração de medicação em comprimidos e/ou de insulina injetável. A toma adequada da medicação é essencial para melhorar o controlo da diabetes. A estabilidade da diabetes permite reduzir as doses e a quantidade de medicamentos ingeridos.",Aumentar o conhecimento sobre a diabetes
